iter	MultiClass
0	0.0004002802221
1	0.0004000345163
2	0.0003984417157
3	0.000397806368
4	0.0003975410978
5	0.0003967750154
6	0.0003964728311
7	0.0003958209477
8	0.0003957186672
9	0.0003936941672
10	0.0003934320393
11	0.0003932941374
12	0.000393228206
13	0.0003931628236
14	0.0003924239133
15	0.0003923318958
16	0.0003895025757
17	0.0003881363479
18	0.0003855913925
19	0.0003852904696
20	0.0003832136744
21	0.0003825861459
22	0.000380388196
23	0.0003801896879
24	0.0003800038248
25	0.0003790013548
26	0.0003788780147
27	0.0003787537251
28	0.0003784752628
29	0.0003758534768
30	0.000375049944
31	0.0003748154349
32	0.0003740737775
33	0.0003722018123
34	0.0003713925357
35	0.0003694246412
36	0.0003690180875
37	0.000368924476
38	0.0003663848383
39	0.0003662395475
40	0.0003651989943
41	0.000364774665
42	0.0003646885259
43	0.0003644939039
44	0.0003644146945
45	0.0003638457243
46	0.0003637734145
47	0.0003636441383
48	0.0003630098616
49	0.0003598507223
50	0.0003590238972
51	0.0003584515659
52	0.0003579057467
53	0.0003563730615
54	0.000354000503
55	0.0003534568124
56	0.0003532814625
57	0.0003530411597
58	0.0003524107368
59	0.0003516741727
60	0.0003514561079
61	0.000350637214
62	0.0003505439804
63	0.0003505029204
64	0.0003485623126
65	0.0003474492724
66	0.0003468227259
67	0.0003465263926
68	0.0003453589473
69	0.0003428848517
70	0.0003417324125
71	0.0003404668699
72	0.0003395507234
73	0.0003389278023
74	0.0003374136245
75	0.0003357675916
76	0.000335655477
77	0.0003354974993
78	0.0003346067827
79	0.0003341675982
80	0.0003329870975
81	0.0003327813892
82	0.0003325322936
83	0.0003304051065
84	0.0003288521253
85	0.0003276618097
86	0.0003275075133
87	0.0003265529554
88	0.0003263497538
89	0.0003261136794
90	0.0003252827233
91	0.0003246132919
92	0.0003239333271
93	0.0003223101058
94	0.0003221653412
95	0.0003214325478
96	0.0003203605024
97	0.0003194410915
98	0.0003190903178
99	0.0003189923802
100	0.000318128412
101	0.0003179797378
102	0.0003177745756
103	0.0003173784023
104	0.0003168154251
105	0.0003160995532
106	0.0003157147433
107	0.0003154613617
108	0.0003150057197
109	0.0003148404303
110	0.0003147530957
111	0.0003142667094
112	0.000312743223
113	0.0003117353777
114	0.0003116536359
115	0.000310363642
116	0.0003099993235
117	0.0003099296762
118	0.0003097322189
119	0.0003096676428
120	0.0003092520549
121	0.0003091234951
122	0.0003090632222
123	0.0003089061311
124	0.0003082991589
125	0.0003072307337
126	0.0003067778314
127	0.0003060159956
128	0.0003051139604
129	0.0003046483305
130	0.0003041349897
131	0.0003032073614
132	0.0003029586897
133	0.0003029202508
134	0.0003028691175
135	0.0003026842316
136	0.0003026585274
137	0.0003024312602
138	0.0003022012695
139	0.0003021452594
140	0.0003020676304
141	0.0003020255124
142	0.0003019129981
143	0.0003008121148
144	0.000300509481
145	0.0002988038795
146	0.0002987462138
147	0.0002985602477
148	0.000298202133
149	0.0002961494106
150	0.0002959758211
151	0.0002957774607
152	0.0002956237777
153	0.0002955052857
154	0.0002953357212
155	0.0002952247689
156	0.0002947516762
157	0.0002944560619
158	0.0002942727977
159	0.0002942060464
160	0.0002932500811
161	0.000293018527
162	0.0002927050251
163	0.000292671485
164	0.0002924711104
165	0.0002923012765
166	0.0002921888486
167	0.0002920218548
168	0.0002919289723
169	0.0002913771289
170	0.000290592704
171	0.0002902159268
172	0.0002900991205
173	0.000289769743
174	0.0002889379116
175	0.0002876430561
176	0.0002874356421
177	0.0002863296022
178	0.0002863059707
179	0.000285824613
180	0.0002858003847
181	0.0002855659582
182	0.0002841162
183	0.0002836364662
184	0.0002836023431
185	0.0002834619525
186	0.0002831951977
187	0.000282990567
188	0.0002826323867
189	0.0002825784658
190	0.0002817196624
191	0.0002812229442
192	0.000280664293
193	0.0002805293651
194	0.00027977841
195	0.0002793862861
196	0.0002793323214
197	0.0002790528937
198	0.0002789752961
199	0.0002781426965
