iter	MultiClass
0	0.0003600854033
1	0.0003597447919
2	0.0003595874169
3	0.0003591827639
4	0.0003590271505
5	0.0003587418587
6	0.0003586319749
7	0.0003585481518
8	0.0003584526992
9	0.0003577818569
10	0.0003576274569
11	0.0003575450314
12	0.0003567418203
13	0.0003566691194
14	0.0003563387423
15	0.0003558481423
16	0.0003548313168
17	0.0003545428595
18	0.0003534945288
19	0.0003533129521
20	0.0003532602305
21	0.0003528353428
22	0.000352409469
23	0.0003511289444
24	0.0003505741791
25	0.0003503922802
26	0.0003502841186
27	0.000350208633
28	0.0003498640126
29	0.0003477292838
30	0.0003476973285
31	0.0003469964858
32	0.0003465002374
33	0.0003464307156
34	0.0003460770329
35	0.0003459098525
36	0.0003456841707
37	0.0003453773055
38	0.0003446236623
39	0.0003444342394
40	0.0003442124492
41	0.0003441540464
42	0.0003429220436
43	0.0003427852794
44	0.0003420951375
45	0.0003416650284
46	0.0003414655991
47	0.0003408047751
48	0.0003398192464
49	0.000339411034
50	0.000339111124
51	0.0003390393201
52	0.0003388925813
53	0.0003384746709
54	0.0003355079388
55	0.0003345069028
56	0.0003341079788
57	0.000333697447
58	0.0003336186855
59	0.0003333014303
60	0.0003327019451
61	0.0003323870459
62	0.0003318432243
63	0.0003317055065
64	0.0003315158892
65	0.0003311695672
66	0.0003305497187
67	0.0003304664359
68	0.0003301554297
69	0.0003297460272
70	0.0003294077875
71	0.0003292342515
72	0.0003289342693
73	0.0003285458513
74	0.0003270202604
75	0.0003268896967
76	0.0003257066808
77	0.0003255587811
78	0.0003239626351
79	0.000323755285
80	0.00032293803
81	0.0003223234769
82	0.0003219069559
83	0.0003215553815
84	0.0003209220471
85	0.0003205930334
86	0.0003205139884
87	0.0003183976008
88	0.0003182910648
89	0.000316460237
90	0.000316092112
91	0.0003158484432
92	0.0003155997125
93	0.0003154797861
94	0.0003153336869
95	0.0003139242704
96	0.0003136134035
97	0.0003135060788
98	0.0003133605746
99	0.000312965792
100	0.000312940452
101	0.0003113380738
102	0.0003103144012
103	0.0003098658448
104	0.0003093394714
105	0.000308971132
106	0.0003076382402
107	0.0003065611982
108	0.0003062224775
109	0.0003055797957
110	0.0003054894124
111	0.0003040248625
112	0.0003040038922
113	0.0003037606644
114	0.0003037001987
115	0.000302283535
116	0.0003022038847
117	0.0003009948523
118	0.0003009207458
119	0.0003007952473
120	0.0003005210313
121	0.0002999063811
122	0.000299597953
123	0.0002993834742
124	0.0002990398073
125	0.0002987666646
126	0.000298527993
127	0.0002966121985
128	0.0002963713444
129	0.000295973232
130	0.0002958300749
131	0.0002956003896
132	0.0002954573087
133	0.0002952460373
134	0.0002947836683
135	0.0002946291973
136	0.0002943917359
137	0.0002941947982
138	0.0002939990933
139	0.0002939346915
140	0.000292407685
141	0.0002920880214
142	0.0002920417865
143	0.000291560438
144	0.0002913838766
145	0.0002906967611
146	0.0002897502419
147	0.0002887966249
148	0.0002885362046
149	0.0002877845345
150	0.0002873793452
151	0.0002872820371
152	0.0002868208516
153	0.0002867277673
154	0.0002857525014
155	0.0002849263271
156	0.0002829368544
157	0.0002828067167
158	0.0002823456805
159	0.0002821949404
160	0.0002820586671
161	0.0002819554841
162	0.0002818207455
163	0.0002817132824
164	0.0002808493445
165	0.0002806982025
166	0.0002806200269
167	0.0002802579774
168	0.0002802108027
169	0.0002800780558
170	0.000279892112
171	0.0002792532342
172	0.0002782885567
173	0.0002781511672
174	0.0002779764389
175	0.0002778552589
176	0.0002777325673
177	0.000277063375
178	0.0002769375821
179	0.0002768418471
180	0.0002752358928
181	0.0002751030065
182	0.0002750932247
183	0.0002749462643
184	0.0002747710397
185	0.0002739579859
186	0.0002738387025
187	0.0002737249988
188	0.0002736067264
189	0.0002734750263
190	0.0002733789917
191	0.0002729491297
192	0.0002727018849
193	0.0002726166465
194	0.0002724880717
195	0.0002718382385
196	0.0002714378779
197	0.0002711761398
198	0.0002701050666
199	0.000270033803
